brand,model,device_category,price,rating,cpu_brand,cpu_family,cpu_series,cpu_model,cpu_suffix,cpu_core_count,cpu_thread_count,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,ram_gb,storage_gb,display_width_px,display_height_px,display_size_inch,gpu_brand,gpu_series,gpu_model,gpu_vram_gb,gpu_type,os_name,warranty_years
msi,MSI Modern 15 B12MO-1008IN,General,33804,54,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
msi,MSI Creator Z17 HX Studio A14VGT-405IN Creator,General,299990,93,Intel,Core,Core I7,14700HX,HX,20,28,8,12,,32,2048,2560,1600,17,NVIDIA,GeForce RTX,RTX 4070,8,Dedicated,Windows,2
asus,Asus Vivobook Go 15 E1504FA-NJ549WS,Thin & Light,40990,51,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
asus,Asus Vivobook Go 15 OLED E1504FAB-LK549WS,Thin & Light,47800,53,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
msi,MSI Modern 14 C12MO-1213IN,General,31990,48,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
lenovo,Lenovo Yoga Slim 7x 14Q8X9 83ED003BIN,Convertible,139990,59,Snapdragon,Snapdragon,Snapdragon X,Elite X1E-78-100,,12,12,,,,32,1024,2944,1840,14,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
hp,HP ZBook Power G11 A8WM4PT,General,242999,83,Intel,Core Ultra,Core Ultra 9,185H,H,16,22,6,8,2,32,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 2000 Ada,8,Dedicated,Windows,1
hp,HP ZBook Power G11 A8WN1PT,General,176450,75,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,16,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX A1000,6,Dedicated,Windows,1
hp,HP 15-fd0070TU,General,48500,51,Intel,Core,Core I5,1235U,U,10,12,2,8,,8,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP 15-fd0061TU,General,37990,48,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
asus,Asus VivoBook 15 X1504ZA-NJ341W,Thin & Light,35990,55,Intel,Core,Core I3,1215U,U,6,8,2,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP Victus 15-FA1400TX Gaming,Gaming,63990,61,Intel,Core,Core I5,12450H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
hp,HP Victus 15-FA1411TX Gaming,Gaming,73000,66,Intel,Core,Core I7,12650H,H,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
asus,Asus TUF Gaming A15 FA507NUR-LP082W Gaming,Gaming,83869,73,AMD,Ryzen,Ryzen 7,7435HS,HS,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
infinix,Infinix INBook Y2 Plus XL29,General,45490,55,Intel,Core,Core I7,1195G7,,4,8,,,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
hp,HP 15-fd0111TU,General,56990,56,Intel,Core,Core I5,1235U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
infinix,Infinix INBook Y3 Max YL613,General,51990,52,Intel,Core,Core I7,1255U,U,10,12,2,8,,16,512,1920,1200,16,Intel,UHD,UHD Graphics,,Integrated,Windows,1
dell,Dell Inspiron 14 Plus OIN7441200101RINU1 AI,Thin & Light,88990,56,Snapdragon,Snapdragon,Snapdragon X,Plus X1P-64-100,,10,10,,,,16,512,2560,1600,14,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
infinix,Infinix INBook Y3 Max Series YL613,General,30990,48,Intel,Core,Core I3,1215U,U,6,8,2,4,,16,256,1920,1200,16,Intel,UHD,UHD Graphics,,Integrated,Windows,1
infinix,Infinix INBook Y3 Max,General,29990,45,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,256,1920,1200,16,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo ThinkPad E14 21JKS13J00,Business,94990,66,Intel,Core,Core I7,1355U,U,10,12,2,8,,16,1024,1920,1200,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
acer,Acer Aspire 7 A715-79G UN.34NSI.002 Gaming,Gaming,61199,62,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 2050,4,Dedicated,Windows,1
acer,Acer Aspire 7 A715-79G UN.34PSI.001 Gaming,Gaming,60990,64,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
dell,Dell Inspiron 5445 (8540UU / 16GB / 512GB / Radeon / Windows),General,60990,64,AMD,Ryzen,Ryzen 5,8540U,U,6,12,,,,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell Inspiron 5445 (8840UU / 16GB / 1024GB / Radeon / Windows),General,69990,61,AMD,Ryzen,Ryzen 7,8840U,U,8,16,,,,16,1024,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
acer,Acer Aspire 5 NX.KHFSI.007,General,51990,51,Intel,Core,Core I5,1335U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
gigabyte,Gigabyte G6X 9MG-42IN854SH Gaming,Gaming,170000,69,Intel,Core,Core I7,13650HX,HX,14,20,6,8,,16,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
hp,HP Pavilion 16 AI 16-ag0019AU,General,55990,62,AMD,Ryzen,Ryzen 5,8540U,U,6,12,,,,16,512,1920,1200,16,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP 255 G9 8M397PA,General,36950,52,AMD,Ryzen,Ryzen 5,5625U,U,6,12,,,,8,512,1366,768,14,AMD,Radeon,Radeon,,Integrated,Windows,1
apple,Apple MacBook Air 13 2024 (M3 / 16GB / 256GB / Apple 10-Core GPU / Mac),Thin & Light,107299,47,Apple,M-Series,M3,M3,,8,8,4,4,,16,256,2560,1664,13,Apple,Apple GPU,Apple 10-Core GPU,,Integrated,Mac,1
hp,HP 15-fd0129TU,General,34990,55,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP ProBook 440 G9 9S706AT,Business,67499,63,Intel,Core,Core I5,1235U,U,10,12,2,8,,16,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
asus,Asus Vivobook S15 OLED S5504VA-MA943WS,Thin & Light,95899,65,Intel,Core,Core I9,13900H,H,14,20,6,8,,16,512,2880,1620,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
msi,MSI Modern 15 B13VE-2089IN,General,89990,68,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
msi,MSI Modern 15 B12MO-1006IN,General,49990,60,Intel,Core,Core I7,1255U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
dell,Dell 15 Vostro 3520,Business,38490,59,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
dell,Dell 3530 Inspiron 15,General,59990,54,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,1024,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo LOQ 2024 83GS0098IN Gaming,Gaming,76890,66,Intel,Core,Core I5,12450HX,HX,8,12,4,4,,24,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
thomson,Thomson Neo 15 IN-N15I312-8GR512,General,28999,51,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo Thinkpad E16 G1 21JNS0QD00,Business,48490,59,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,16,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
asus,Asus TUF Gaming A15 FA506NCR-HN075WS,Gaming,67990,70,AMD,Ryzen,Ryzen 7,7435HS,HS,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
lenovo,Lenovo Yoga 7 14IML9 83DJ00AKIN,Convertible,94990,59,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,512,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
msi,MSI Modern 14 C12MO-1211IN,General,52511,55,Intel,Core,Core I7,1255U,U,10,12,2,8,,16,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
dell,Dell Inspiron 14 Plus AI,Thin & Light,111490,57,Snapdragon,Snapdragon,Snapdragon X,Plus X1P-64-100,,10,10,,,,16,1024,2560,1600,14,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 5 16IMH9 83DC003GIN,Thin & Light,70990,47,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,512,1920,1200,16,Intel,Arc,Arc Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad 3 82RJ00F1IN,General,32890,52,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer TravelMate 15 TMP215-53,General,45290,54,Intel,Core,Core I3,1115G4,,2,4,,,,4,256,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
acer,Acer TravelMate TMP214-54 Business,General,53290,61,Intel,Core,Core I7,1255U,U,10,12,2,8,,8,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
lenovo,Lenovo ThinkPad E14 21JKS13M00,Business,66490,55,Intel,Core,Core I5,1335U,U,10,12,2,8,,8,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad 3 11IGL05 82BA0029HA Chromebook,General,14999,33,Intel,Celeron,Celeron,N4020,,2,2,,,,4,64,1366,768,11,Intel,UHD,UHD Graphics,,Integrated,Chrome,1
hp,HP Victus Special Edition 15-fa1379TX Gaming,Gaming,59490,59,Intel,Core,Core I5,12450H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050A,4,Dedicated,Windows,1
hp,HP 14-gr0001TU,General,54380,54,Intel,Core,Core I5,1335U,U,10,12,2,8,,16,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
asus,Asus Vivobook 15 X1504ZA-NJ549WS,Thin & Light,45990,56,Intel,Core,Core I5,1235U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
acer,Acer Predator Helios 16 NH.QNXSI.004 Gaming,Gaming,184799,80,Intel,Core,Core I7,14700HX,HX,20,28,8,12,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 4070,8,Dedicated,Windows,1
lenovo,Lenovo Yoga Book 9 83FF0034IN,Convertible,219990,75,Intel,Core Ultra,Core Ultra 7,155U,U,12,14,2,8,2,32,1024,2880,1800,13,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,3
lenovo,Lenovo Yoga Pro 9 ‎16IMH9 83DN004VIN,Convertible,166214,78,Intel,Core Ultra,Core Ultra 9,185H,H,16,22,6,8,2,32,1024,3200,2000,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
lenovo,Lenovo Yoga 9 83AC001LIN,Convertible,179990,73,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,32,1024,2880,1800,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
acer,Acer Nitro V ANV15-41 UN.QPFSI.002 Gaming,Gaming,67990,68,AMD,Ryzen,Ryzen 5,7535HS,HS,6,12,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
hp,HP Victus Special Edition 15-fa1382TX Gaming,Gaming,79199,61,Intel,Core,Core I7,12650H,H,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050A,4,Dedicated,Windows,1
hp,HP Pavilion 15-eg3130TU,General,49990,48,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,256,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP OmniBook X 14-fe0121QU AI,Thin & Light,126117,56,Snapdragon,Snapdragon,Snapdragon X,Elite X1E-78-100,,12,12,,,,16,1024,2240,1400,14,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
lenovo,Lenovo IdeaPad 1 15ALC7 82R400EFIN,General,41999,57,AMD,Ryzen,Ryzen 7,5700U,U,8,16,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo LOQ 2024 15IAX9 83GS00CKIN Gaming,Gaming,70000,65,Intel,Core,Core I5,12450HX,HX,8,12,4,4,,24,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 2050,4,Dedicated,Windows,1
acer,Acer TravelMate TMP215-53,General,60780,57,Intel,Core,Core I5,1135G7,G7,4,8,,,,8,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
asus,Asus TUF Gaming A15 FA566NCR-HN075W,Gaming,65999,70,AMD,Ryzen,Ryzen 7,7435HS,HS,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
thomson,Thomson Neo Series IN-PX14C,General,13507,33,Intel,Celeron,Celeron,N4020,,2,2,,,,4,128,1366,768,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
msi,MSI Modern 15 H C13M,General,57990,52,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,1024,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
asus,Asus TUF Gaming F15 FX577ZC-HN193W Gaming,Gaming,80999,69,Intel,Core,Core I7,12700H,H,14,20,6,8,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
hp,HP Victus Special Edition 15-fa1389TX Gaming,Gaming,79999,65,Intel,Core,Core I7,12650H,H,10,16,6,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050A,4,Dedicated,Windows,1
asus,Asus TUF Gaming A15 FA566NFR-HN259W,Gaming,60990,69,AMD,Ryzen,Ryzen 7,7435HS,HS,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 2050,4,Dedicated,Windows,1
asus,Asus TUF Gaming A15 FA566NFR-HN260W,Gaming,59820,66,AMD,Ryzen,Ryzen 7,7435HS,HS,8,16,,,,8,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 2050,4,Dedicated,Windows,1
hp,HP Victus 15-fa0333TX Gaming,Gaming,61370,59,Intel,Core,Core I5,12450H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
hp,HP 15s-fc0156AU,General,42990,59,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,16,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP 15-fc0155AU,General,33200,56,AMD,Ryzen,Ryzen 5,7520U,U,4,8,,,,8,512,1920,1080,15,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP Victus 15-fa1388TX Gaming,Gaming,73626,62,Intel,Core,Core I5,12450H,H,8,12,4,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050A,4,Dedicated,Windows,1
asus,Asus TUF Gaming A15 FA566NC-HN083WS,Gaming,69742,69,AMD,Ryzen,Ryzen 5,7535HS,HS,6,12,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
acer,Acer Aspire 3D 15 SpatialLabs Edition 3D,General,119755,66,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,3840,2160,15,NVIDIA,GeForce RTX,RTX 2050,4,Dedicated,Windows,2
hp,HP 14-gr1023TU,General,83990,64,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,16,512,1920,1080,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
air,Air Falcon Series,Thin & Light,29990,45,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP 14-gr1022TU,General,82000,57,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,512,1920,1080,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
acer,Acer Aspire 3 14 A324-45,General,21990,39,Intel,Celeron,Celeron,N4500,,2,2,,,,8,256,1366,768,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire 3 A324-45,General,22990,41,Intel,Celeron,Celeron,N4500,,2,2,,,,8,512,1366,768,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
thomson,Thomson Neo 15 IN-N15I,General,33490,55,Intel,Core,Core I5,1235U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
dell,Dell XPS 9345 AI,Thin & Light,179490,74,Snapdragon,Snapdragon,Snapdragon X,Elite X1E-80-100,,12,12,,,,32,1024,2880,1800,13,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
dell,Dell XPS 9345 AI Laptops (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),Thin & Light,159990,69,Snapdragon,Snapdragon,Snapdragon X,Elite X1E-80-100,,12,12,,,,16,512,2880,1800,13,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
acer,Acer Aspire 3 15 A325-45,General,23495,33,Intel,Celeron,Celeron,N4500,,2,2,,,,8,256,1366,768,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire 3 A325-45,General,23990,34,Intel,Celeron,Celeron,N4500,,2,2,,,,8,512,1366,768,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire 3D 15 SpatialLabs Edition  A3D15-71GM 3D,General,170199,72,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,1024,3840,2160,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
microsoft,Microsoft Surface Laptop 7 15 ‎ZHH-00048,Thin & Light,144008,48,Snapdragon,Snapdragon,Snapdragon X,Elite,,12,12,,,,16,512,2496,1664,15,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
microsoft,Microsoft Surface Pro 11 ‎ZIB-00031 Laptop,Thin & Light,174099,53,Snapdragon,Snapdragon,Snapdragon X,Elite,,12,12,,,,16,1024,2880,1920,13,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
microsoft,Microsoft Surface Pro 11 2024 ‎ZID-00014 Laptop,Thin & Light,224099,59,Snapdragon,Snapdragon,Snapdragon X,Elite,,12,12,,,,32,1024,2880,1920,13,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
microsoft,Microsoft Surface Pro 11 2024 ‎ZHY-00032 Laptop,Thin & Light,126999,51,Snapdragon,Snapdragon,Snapdragon X,Plus,,10,10,,,,16,512,2880,1920,13,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
microsoft,Microsoft Surface Laptop 7 13.8 ‎‎ZGQ-00023 ,Thin & Light,202990,52,Snapdragon,Snapdragon,Snapdragon X,Elite,,12,12,,,,32,1024,2304,1536,13,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
microsoft,Microsoft Surface Laptop 7 ‎ZXX-00059,Thin & Light,170990,46,Snapdragon,Snapdragon,Snapdragon X,Elite,,12,12,,,,16,1024,2304,1536,13,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
microsoft,Microsoft Surface Laptop 7 15 ‎‎ZYT-00048,Thin & Light,156774,50,Snapdragon,Snapdragon,Snapdragon X,Elite,,12,12,,,,16,1024,2496,1664,15,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
microsoft,Microsoft Surface Laptop 7 15 ‎ZHG-00023,Thin & Light,134000,45,Snapdragon,Snapdragon,Snapdragon X,Elite,,12,12,,,,16,256,2496,1664,15,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
microsoft,Microsoft Surface Laptop 7 ‎ZGM-00023,Thin & Light,129990,45,Snapdragon,Snapdragon,Snapdragon X,Plus,,10,10,,,,16,512,2304,1536,13,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
thomson,Thomson Neo Series IN-N15V2C,General,16699,39,Intel,Celeron,Celeron,N4020,,2,2,,,,4,128,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Aspire Lite UN.34ESI.005 Gaming,Gaming,33938,52,Intel,Core,Core I3,1305U,U,5,6,1,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
dell,Dell Inspiron 7441 Plus AI,Thin & Light,96448,56,Snapdragon,Snapdragon,Snapdragon X,Plus X1P-64-100,,10,10,,,,16,512,2560,1600,14,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
dell,Dell XPS 13 9345 AI,Thin & Light,144990,55,Snapdragon,Snapdragon,Snapdragon X,Plus X1E-80-100,,12,12,,,,16,512,1920,1200,13,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
dell,Dell Vostro 3520 (1215UU / 8GB / 512GB / Integrated Graphics / Windows),Business,34990,57,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP Pavilion Aero 13-bg0017AU,General,76318,56,AMD,Ryzen,Ryzen 7,8840U,U,8,16,,,,16,512,1920,1200,13,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo IdeaPad 3 14IAU7 82RJ00FFIN,General,36415,57,Intel,Core,Core I3,1215U,U,6,8,2,4,,16,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QSIN,Gaming,86990,68,AMD,Ryzen,Ryzen 7,7735HS,HS,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
infinix,Infinix Zero Book Ultra AI ZL514,General,98990,59,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,16,512,1920,1080,15,Intel,Arc,Arc Graphics,,Integrated,Windows,1
colorful,Colorful Evol P15 23-HE55D16512A-W-IND Gaming,Gaming,99999,66,Intel,Core,Core I5,12450H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
colorful,Colorful Evol P15 Gaming,Gaming,90199,65,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,2560,1440,15,NVIDIA,GeForce RTX,RTX 4060,8,Dedicated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 14IRU8 82X6004GIN,Thin & Light,41460,44,Intel,Core,Core I3,1305U,U,5,6,1,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo Yoga Pro 7 14IMH9 83E2005EIN,Convertible,139990,68,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,16,1024,2880,1800,14,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
lenovo,Lenovo LOQ 15ARP9 83JC0031IN Gaming,Gaming,66990,64,AMD,Ryzen,Ryzen 5,7235HS,HS,4,8,,,,12,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
hp,HP Pavilion Aero 13-bg0016AU,General,73861,48,AMD,Ryzen,Ryzen 5,8640U,U,6,12,,,,16,512,1920,1200,13,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 5 ‎15IRU9 83E6001JIN,Thin & Light,55175,53,Intel,Core,Core 5,120U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo LOQ 15ARP9 83JC0046IN Gaming,Gaming,92490,72,AMD,Ryzen,Ryzen 7,7435HS,HS,8,16,,,,24,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4060,8,Dedicated,Windows,1
gigabyte,Gigabyte G5 MF5-52IN354SH,General,78800,70,Intel,Core,Core I5,13500H,H,12,16,4,8,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
gigabyte,Gigabyte G6 MF-H2IN853SH,General,86990,65,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
msi,MSI Katana A17 AI B8VE-884IN Gaming,Gaming,95990,75,AMD,Ryzen,Ryzen 9,8945HS,HS,8,16,,,,16,1024,1920,1080,17,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
hp,HP 15s-fy5011TU,General,42251,53,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP 15s-fy5010TU,General,33240,54,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,256,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo LOQ 15ARP9 83JC0045IN Gaming,Gaming,98990,70,AMD,Ryzen,Ryzen 7,7435HS,HS,8,16,,,,24,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
lenovo,Lenovo LOQ 15ARP9 83JC0078IN Gaming,Gaming,71990,65,AMD,Ryzen,Ryzen 5,7235HS,HS,4,8,,,,24,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
asus,Asus TUF Gaming F15 FX507VU-LP210W Gaming,Gaming,92990,69,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QKIN,Gaming,70990,64,AMD,Ryzen,Ryzen 5,7535HS,HS,6,12,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
asus,Asus TUF Gaming A15 FA506NCR-HN054W,Gaming,65990,70,AMD,Ryzen,Ryzen 7,7435HS,HS,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
