brand,model,device_category,price,rating,cpu_brand,cpu_family,cpu_series,cpu_model,cpu_suffix,cpu_core_count,cpu_thread_count,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,ram_gb,storage_gb,display_width_px,display_height_px,display_size_inch,gpu_brand,gpu_series,gpu_model,gpu_vram_gb,gpu_type,os_name,warranty_years
dell,Dell Inspiron 14 5440,General,32570,39,Intel,Core,Core I3,1305U,U,5,6,1,4,,8,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
acer,Acer Nitro V ANV15-52 NH.QZ9SI.001 Gaming,Gaming,97999,69,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
asus,Asus Vivobook 14 2025 X1404VAP-EB542WS,Thin & Light,49990,54,Intel,Core,Core 5,120U,U,10,12,2,8,,16,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
msi,MSI Stealth 18 HX AI A2XWHG-043IN Gaming,Gaming,279990,95,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,2048,2560,1600,18,NVIDIA,GeForce RTX,RTX 5070 Ti,12,Dedicated,Windows,2
alienware,Alienware 16 Area-51 Gaming (275HXHX / 32GB / 1024GB / RTX 5070 Ti / Windows),Gaming,311990,90,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5070 Ti,12,Dedicated,Windows,1
alienware,Alienware 18 Area-51 Gaming (275HXHX / 32GB / 1024GB / RTX 5070 Ti / Windows),Gaming,316990,93,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,1024,2560,1600,18,NVIDIA,GeForce RTX,RTX 5070 Ti,12,Dedicated,Windows,1
lenovo,Lenovo LOQ 15ARP9 83JC00K1IN Gaming,Gaming,71990,65,AMD,Ryzen,Ryzen 5,7235HS,HS,4,8,,,,24,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
hp,HP 14-em0243AU,General,33999,50,AMD,Ryzen,Ryzen 3,7320U,U,4,8,,,,8,512,1920,1080,14,AMD,Radeon,Radeon,,Integrated,Windows,1
msi,MSI Katana 15 HX B14WEK-266IN Gaming,Gaming,114990,74,Intel,Core,Core I7,14650HX,HX,16,24,8,8,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,2
msi,MSI Katana 15 HX B14WFK-262IN Gaming,Gaming,134990,71,Intel,Core,Core I7,14650HX,HX,16,24,8,8,,16,1024,2560,1440,15,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,2
lenovo,Lenovo ThinkBook 16 21MWA0AJIN,Business,42990,56,AMD,Ryzen,Ryzen 5,7535HS,HS,6,12,,,,8,512,1920,1200,16,AMD,Radeon,Radeon,,Integrated,DOS,1
msi,MSI Katana 15 HX B14WGK-256IN Gaming,Gaming,159990,72,Intel,Core,Core I7,14650HX,HX,16,24,8,8,,16,1024,2560,1440,15,NVIDIA,GeForce RTX,RTX 5070,8,Dedicated,Windows,2
hp,HP Victus 15-fa2191TX Gaming,Gaming,66299,63,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050A,4,Dedicated,Windows,1
hp,HP 16-FD0640TU,General,54990,55,Intel,Core,Core 5,120U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
asus,Asus Vivobook 15 2023 X1504VA-NJ3321WS,Thin & Light,35990,55,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer Travel Lite TL14-52M (1334UU / 16GB / 512GB / Iris Xe Graphics / Windows),General,48914,52,Intel,Core,Core I5,1334U,U,10,12,2,8,,16,512,1920,1080,14,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 14IRU8 82X60062IN,Thin & Light,39990,46,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
msi,MSI Crosshair A16 D8WFKG-036IN Gaming,Gaming,149990,80,AMD,Ryzen,Ryzen 7,8840HX,HX,12,24,,,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,2
hp,HP Victus 15-fb3124AX  Gaming,Gaming,77990,61,AMD,Ryzen,Ryzen 7,7445H,H,6,12,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
acer,Acer Swift Neo OLED AI SFN14-54H UN.35GSI.004,Thin & Light,62990,54,Intel,Core Ultra,Core Ultra 5,115U,U,8,10,2,4,2,16,1024,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
msi,MSI Vector 17 HX AI A2XWHG-085IN Gaming,Gaming,265990,95,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,2048,2560,1600,17,NVIDIA,GeForce RTX,RTX 5070 Ti,12,Dedicated,Windows,2
hp,HP Victus 15-fa2192TX  Gaming,Gaming,64990,61,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
msi,MSI Katana 15 B2RVEK-2427IN Gaming,Gaming,102990,68,Intel,Core,Core 7,240H,H,10,16,6,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,2
hp,HP 14-gr1028TU,General,73499,61,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,16,512,1920,1080,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 15ABR8 82XM0116IN,Thin & Light,39490,55,AMD,Ryzen,Ryzen 5,5625U,U,6,12,,,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo LOQ ‎‎15IAX9E 83LK00AUIN ‎AI Gaming,Gaming,64990,59,Intel,Core,Core I5,12450HX,HX,8,12,4,4,,12,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050A,4,Dedicated,Windows,1
asus,Asus TUF Gaming A15 FA506NCG-HN251WS,Gaming,75990,59,AMD,Ryzen,Ryzen 7,7445HS,HS,8,16,8,0,0,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
hp,HP Omen 16-ap0165AX Gaming,Gaming,138990,69,AMD,Ryzen,Ryzen Ai 7,350,,8,16,,,,24,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 15IAH8 83ER00MDIN,Thin & Light,47090,59,Intel,Core,Core I5,12450H,H,8,12,4,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
msi,MSI Raider 18 HX AI A2XWJG-253IN Gaming,Gaming,490006,97,Intel,Core,Core I9,14900HX,HX,24,32,8,16,,64,4096,3840,2400,18,NVIDIA,GeForce RTX,RTX 5090,24,Dedicated,Windows,2
acer,Acer Predator Helios Neo16S NH.QXASI.002 PHN16S-71 Gaming,Gaming,204999,80,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5070,8,Dedicated,Windows,1
lenovo,Lenovo IdeaPad Flex 5 14ALC7 82R900HJIN,General,62490,65,AMD,Ryzen,Ryzen 7,5700U,U,8,16,,,,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
acer,Acer Aspire 7 A715-79G UN.U2KSI.001 Gaming,Gaming,72999,62,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
lenovo,Lenovo IdeaPad Slim 5 Light 14ABR8 82XX00G4IN,Thin & Light,59990,53,AMD,Ryzen,Ryzen 5,5625U,U,6,12,,,,16,512,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo Yoga 7 2-in-1 ‎‎14AKP10 83JR001EIN,Convertible,102980,64,AMD,Ryzen,Ryzen Ai 7,350,,8,16,,,,24,1024,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 15IAH8 83ER00MCIN,Thin & Light,46890,57,Intel,Core,Core I5,12450H,H,8,12,4,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo Yoga Slim 9 14ILL10 83CX002LIN,Convertible,199990,83,Intel,Core Ultra,Core Ultra 7,258V,V,8,8,4,4,,32,1024,3840,2400,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
acer,Acer Predator Helios Neo16S PHN16S-71 NH.QXASI.001  Gaming,Gaming,194999,78,Intel,Core Ultra,Core Ultra 7,255HX,HX,20,20,8,12,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5070,8,Dedicated,Windows,1
alienware,Alienware 18 Area-51 Gaming (275HXHX / 32GB / 2048GB / RTX 5080 / Windows),Gaming,414490,95,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,2048,2560,1600,18,NVIDIA,GeForce RTX,RTX 5080,16,Dedicated,Windows,1
alienware,Alienware 16 Area-51 Gaming (275HXHX / 32GB / 2048GB / RTX 5080 / Windows),Gaming,403490,91,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,2048,2560,1600,16,NVIDIA,GeForce RTX,RTX 5080,16,Dedicated,Windows,1
msi,MSI Crosshair A16 HX D8WGKG-046IN Gaming,Gaming,197990,81,AMD,Ryzen,Ryzen 9,8940HX,HX,16,32,,,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5070,8,Dedicated,Windows,2
lenovo,Lenovo IdeaPad Slim 3 14IRH10 83K00034IN,Thin & Light,58990,51,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 83K100N9IN,Thin & Light,59990,51,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1200,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP Victus 16-r1707TX Gaming,Gaming,77990,71,Intel,Core,Core I5,14450HX,HX,10,16,6,4,,16,512,1920,1080,16,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 15IRU8 82X700G6IN,Thin & Light,39990,51,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
msi,MSI Modern 14 C13M-1424IN,General,37999,54,Intel,Core,Core I3,1315U,U,6,8,2,4,,16,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 83K100PLIN,Thin & Light,63390,54,Intel,Core,Core I5,13420H,H,8,12,4,4,,24,1024,1920,1200,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
hp,HP Omen 16-ae0002TX Gaming,Gaming,132990,75,Intel,Core,Core I7,14650HX,HX,16,24,8,8,,16,1024,1920,1080,16,NVIDIA,GeForce RTX,RTX 4060,8,Dedicated,Windows,1
hp,HP 15-fr0049TU,General,59499,54,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 83K4004VIN,Thin & Light,65990,53,Intel,Core,Core 5,210H,H,8,12,4,4,,24,1024,1920,1200,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 83K4004UIN,Thin & Light,55900,50,Intel,Core,Core 5,210H,H,8,12,4,4,,16,512,1920,1200,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
msi,MSI Katana 15 B13UDXK Gaming,Gaming,77990,61,Intel,Core,Core I5,13420H,H,8,12,4,4,,16,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,2
lenovo,Lenovo IdeaPad Slim 3 83EM00H6IN,Thin & Light,71091,56,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
dell,Dell Latitude 3450 (1335UU / 16GB / 512GB / Integrated Graphics / Ubuntu),Business,92511,45,Intel,Core,Core I7,1335U,U,10,12,2,8,0,16,512,1920,1080,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Ubuntu,1
hp,HP Pavilion 16-af0069TU,General,69999,57,Intel,Core Ultra,Core Ultra 5,125U,U,12,14,2,8,2,16,1024,1920,1200,16,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
asus,Asus Vivobook 14 X1407QA-LY038WS,Thin & Light,54990,44,Snapdragon,Snapdragon,Snapdragon X,X1 26 100,,10,10,,,,16,512,1920,1200,14,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
msi,MSI Crosshair 16 HX AI D2XWFKG Gaming,Gaming,164990,84,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,2
msi,MSI Crosshair A16 HX D8WFKG-035IN Gaming,Gaming,159990,80,AMD,Ryzen,Ryzen 9,8940HX,HX,16,32,,,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,2
msi,MSI Vector 16 HX AI A2XWIG-226IN Gaming,Gaming,299990,95,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5080,16,Dedicated,Windows,2
hp,HP Victus 15-fb3185AX Gaming,Gaming,99990,70,AMD,Ryzen,Ryzen 7,260,,8,16,0,8,0,24,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 15Q8X10 83N30020IN,Thin & Light,54990,44,Snapdragon,Snapdragon,Snapdragon X,X1-26-100,,10,10,,,,16,512,1920,1200,15,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
lenovo,Lenovo Thinkpad P16v 21KXS05300,Business,251500,73,Intel,Core Ultra,Core Ultra 9,185H,H,16,22,6,8,2,32,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 3000,8,Dedicated,Windows,1
lenovo,Lenovo Thinkpad P16v 21KXS05400,Business,188490,68,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,32,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 1000,6,Dedicated,Windows,1
asus,Asus Gaming V16 2025 V3607VH-RP038WS,Gaming,108990,65,Intel,Core,Core 7,240H,H,10,16,6,4,,16,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
lenovo,Lenovo Ideapad Slim 5 15ARP10 83J2004HIN,Thin & Light,59990,59,AMD,Ryzen,Ryzen 5,7535HS,HS,6,12,,,,16,512,1920,1200,13,AMD,Radeon,Radeon,,Integrated,Windows,1
asus,Asus Gaming V16 2025 V3607VH-RP037WS,Gaming,100990,64,Intel,Core,Core 5,210H,H,8,12,4,4,,16,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
lenovo,Lenovo ThinkBook 16 21MWA0AUIN,Business,47966,66,AMD,Ryzen,Ryzen 7,7735HS,HS,8,16,,,,16,512,1920,1200,16,AMD,Radeon,Radeon,,Integrated,Windows,1
hp,HP 15-fd0664TU,General,54499,41,Intel,Core,Core 5,120U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
acer,Acer 2025 Predator Helios Neo16S AI PHN16S-71 Gaming,Gaming,149999,75,Intel,Core Ultra,Core Ultra 7,255HX,HX,20,20,8,12,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
acer,Acer Predator Helios Neo16S AI PHN16S-71 Gaming,Gaming,164999,77,Intel,Core Ultra,Core Ultra 7,255HX,HX,20,20,8,12,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,1
hp,HP Spectre x360 14-eu0670TU,Convertible,163900,73,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,32,1024,2880,1800,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
lenovo,Lenovo Yoga Slim 7 14IMH9 83CV00B3IN,Convertible,114990,62,Intel,Core Ultra,Core Ultra 9,185H,H,16,22,6,8,2,16,1024,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
acer,Acer Nitro Lite NL16-71G NH.D5ASI.001 Gaming,Gaming,79990,62,Intel,Core,Core I5,13420H,H,8,12,4,4,,8,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
acer,Acer Nitro Lite NL16-71G NH.D5ASI.002 Gaming,Gaming,84999,63,Intel,Core,Core I7,13620H,H,10,16,6,4,,8,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
lenovo,Lenovo Legion Pro 7 2025 16IAX10H 83F500D7IN AI Gaming,Gaming,251990,91,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5070 Ti,12,Dedicated,Windows,1
acer,Acer Nitro Lite NL16-71G NH.D59SI.001 Gaming,Gaming,67999,61,Intel,Core,Core I5,13420H,H,8,12,4,4,,8,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
acer,Acer Nitro Lite NL16-71G NH.D59SI.002 Gaming,Gaming,74999,64,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
lenovo,Lenovo ThinkPad E16 Gen 2 21MAS01G00,Business,71490,51,Intel,Core Ultra,Core Ultra 5,125U,U,12,14,2,8,2,8,512,1920,1200,16,Intel,Integrated Graphics,Integrated Graphics,,Integrated,DOS,1
hp,HP 15-fd0691TU,General,36999,53,Intel,Core,Core I3,1315U,U,6,8,2,4,,12,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
acer,Acer AspireGo 14 AG14-71M,Thin & Light,61999,62,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,1024,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
hp,HP Victus 15-fa2104TX  Gaming,Gaming,92900,65,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 4050,6,Dedicated,Windows,1
asus,Asus Vivobook 15 X1504VAP-NJ2861WS,Thin & Light,48990,52,Intel,Core,Core 5,120U,U,10,12,2,8,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
asus,Asus Vivobook 15 X1504VAP-NJ2864WS,Thin & Light,55990,54,Intel,Core,Core 5,120U,U,10,12,2,8,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
msi,MSI Katana 17 HX B14WGK-085IN Gaming,Gaming,177990,81,Intel,Core,Core I9,14900HX,HX,24,32,8,16,,16,1024,2560,1440,17,NVIDIA,GeForce RTX,RTX 5070,8,Dedicated,Windows,2
msi,MSI Crosshair 16 HX AI D2XWFKG-068IN Gaming,Gaming,159990,82,Intel,Core Ultra,Core Ultra 7,255HX,HX,20,20,8,12,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,2
lenovo,Lenovo Thinkpad E16 21JN004JIG,Business,69990,59,Intel,Core,Core I5,1335U,U,10,12,2,8,,8,512,1920,1200,16,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
lenovo,Lenovo V15 83CC004CIN,General,44990,51,Intel,Core,Core I5,13420H,H,8,12,4,4,,8,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,DOS,1
msi,MSI Crosshair 16 HX AI D2XWGKG-065IN Gaming,Gaming,199990,86,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5070,8,Dedicated,Windows,2
hp,HP 14s-dq3141TU,General,25990,44,Intel,Celeron,Celeron,N4500,,2,2,,,,8,512,1366,768,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo ThinkPad X13 AI PC 21LWS02T00,Business,180490,69,Intel,Core Ultra,Core Ultra 7,155U,U,12,14,2,8,2,32,512,1920,1200,13,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,3
msi,MSI Katana 15 HX B14WEK-438IN Gaming,Gaming,102990,73,Intel,Core,Core I5,14450HX,HX,10,16,6,4,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,2
asus,Asus Vivobook 16X K3605VC-RP492WS,Thin & Light,74547,61,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
hp,HP Omen 16-am0241TX Gaming,Gaming,129990,78,Intel,Core,Core I7,14650HX,HX,16,24,8,8,,24,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
lenovo,Lenovo Thinkpad P16v 21KXS05500,Business,160490,65,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,32,1024,1920,1200,16,NVIDIA,GeForce RTX,RTX 500,4,Dedicated,Windows,1
lenovo,Lenovo ThinkPad X13 AI PC 21LUS07C00,Business,167490,70,Intel,Core Ultra,Core Ultra 7,155U,U,12,14,2,8,2,32,1024,1920,1200,13,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,3
lenovo,Lenovo ThinkPad E14 Gen 6 ‎21M7S0T100,Business,84490,57,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,16,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,DOS,1
lenovo,Lenovo ThinkPad E14 Gen 6 ‎21M7006BIG,Business,89990,66,Intel,Core Ultra,Core Ultra 5,125U,U,12,14,2,8,2,16,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
asus,Asus Chromebook CX1405CKA-S60394,General,24990,34,Intel,Celeron,Celeron,N4500,,2,2,,,,8,128,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Chrome,1
asus,Asus Zenbook 14 UM3406KA-PP240WS,General,89990,56,AMD,Ryzen,Ryzen Ai 5,340,,8,16,0,8,0,16,512,2880,1800,14,AMD,Radeon,Radeon,,Integrated,Windows,1
dell,Dell 15 Vostro 3530,Business,40990,46,Intel,Core,Core I3,1305U,U,5,6,1,4,,16,512,1920,1080,15,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
acer,Acer Aspire Go 14 AG14-71M,Thin & Light,57990,60,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,512,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad 5 2-in-1 14AKP10 83KT000LIN,Convertible,95990,60,AMD,Ryzen,Ryzen Ai 7,350,,8,16,,,,24,1024,1920,1200,14,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo IdeaPad 5 2-in-1 14IAL10 83KR000HIN,Convertible,85990,68,Intel,Core Ultra,Core Ultra 5,225H,H,14,14,4,8,2,16,1024,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
lenovo,Lenovo ThinkPad T14 Gen 5 21MLS04600,Business,157490,72,Intel,Core Ultra,Core Ultra 7,155U,U,12,14,2,8,2,32,1024,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Pro 5 83JK000AIN Gaming,Gaming,124990,71,Intel,Core Ultra,Core Ultra 9,285H,H,16,16,6,8,2,32,1024,2880,1800,16,Intel,Arc,Arc Graphics,,Integrated,Windows,1
hp,HP 15-fr0025TU,General,66999,55,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
msi,MSI Vector 17 HX AI A2XWHG-206IN Gaming,Gaming,259990,95,Intel,Core Ultra,Core Ultra 9,275HX,HX,24,24,8,16,,32,2048,2560,1600,17,NVIDIA,GeForce RTX,RTX 5070 Ti,12,Dedicated,Windows,2
asus,Asus Vivobook 15 X1502VA-BQ1299WS,Thin & Light,68990,57,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,1024,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
asus,Asus Gaming V16 V3607VM-RP057WS,Gaming,119990,69,Intel,Core,Core 7,240H,H,10,16,6,4,,16,512,1920,1200,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,1
alienware,Alienware 16 Aurora Gaming,Gaming,130990,72,Intel,Core,Core 7,240H,H,10,16,6,4,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5060,8,Dedicated,Windows,1
msi,MSI Vector 16 HX AI A2XWHG-443IN Gaming,Gaming,219990,82,Intel,Core Ultra,Core Ultra 7,255HX,HX,20,20,8,12,,16,1024,2560,1600,16,NVIDIA,GeForce RTX,RTX 5070 Ti,12,Dedicated,Windows,2
hp,HP Victus 15-fb3134AX Gaming,Gaming,70990,65,AMD,Ryzen,Ryzen 7,7445H,H,8,16,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,6,Dedicated,Windows,1
lenovo,Lenovo IdeaPad Slim 5 14IRH10 83HR009LIN,Thin & Light,79990,54,Intel,Core,Core I7,13620H,H,10,16,6,4,,16,512,1920,1200,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP 15-hr0005TU,General,38990,51,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP ProBook 635 Aero G8 4Q1T0PA,Business,75000,54,AMD,Ryzen,Ryzen 5,5600U,U,6,12,,,,16,512,1920,1080,13,AMD,Radeon,Radeon,,Integrated,Windows,1
lenovo,Lenovo LOQ 15IRX9 83DV014SIN AI Gaming,Gaming,76990,65,Intel,Core,Core I5,13450HX,HX,10,16,6,4,,24,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050A,4,Dedicated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 82X700G5IN,Thin & Light,37990,44,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP 15-fd0568TU,General,37500,55,Intel,Core,Core I3,1315U,U,6,8,2,4,,8,512,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP Victus 15-fa2309TX Gaming,Gaming,102990,70,Intel,Core,Core I7,13620H,H,10,16,6,4,,24,1024,1920,1080,15,NVIDIA,GeForce RTX,RTX 5050,8,Dedicated,Windows,1
